SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Lemur-2-Smita-Sharad (Lemur 2-F26),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-Sokolsky (Lemur 2-F14),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,498,507,94.6,10,,,10/17/2016,6/5/2018,2,USA,Wallops Island Flight Facility,Antares 230
Lemur-2-Spire-Minions (Lemur 2F23),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-SpiroVision) (Lemur 2F32),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,477,489,94.2,10,,,4/18/2017,6/5/2018,2,USA,International Space Station - Cygnus,Nanoracks Deployer
Lemur-2-Tachikoma (Lemur 2F29),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-Trutna (Lemur 2-F18),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,396,408,92.6,10,,,12/9/2016,6/5/2018,2,USA,International Space Station - Cygnus,Nanorack Deployer
Lemur-2-TrutnaHD (Lemur 2-F19),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,397,406,92.6,10,,,12/9/2016,6/5/2018,2,USA,International Space Station - Cygnus,Nanorack Deployer
Lemur-2-Wingo (Lemur 2-F17),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,498,507,94.6,10,,,10/17/2016,6/5/2018,2,USA,Wallops Island Flight Facility,Antares 230
Lemur-2-Xiaoqing (Lemur-2 F15),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,498,507,94.6,10,,,10/17/2016,6/5/2018,2,USA,Wallops Island Flight Facility,Antares 230
Lemur-2-XueniTerence (Lemur 2F35),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,511,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-Zachary (Lemur 2F46),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,587,597,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
"LilacSat-1 (QB50-CN02, Zidingxiang-1)",China,Civil,Earth Science,LEO,Non-Polar Inclined,402,403,92.6,4,,,5/26/2017,6/5/2018,2,China,International Space Station,Nanorack Deployer
"LilacSat-2 (CAS-3H, Zidingxiang-2)",China,Civil,Technology Development,LEO,Sun-Synchronous,520,541,95.24,11,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
Ling Qiao,China,Commercial,Technology Development,LEO,Sun-Synchronous,779,808,100.73,100,,,9/4/2014,6/5/2018,4,China,Jiuquan Satellite Launch Center,Long March 2D
"LINK (QB50-KR01, Little Intelligent Nanosatellite of KAIST)",South Korea,Government,Space Science,LEO,Non-Polar Inclined,401,404,92.4,3,,,5/18/2017,6/5/2018,2,South Korea,International Space Station,Nanorack Deployer
Lituanicasat-2,Lithuania,Civil,Technology Development,LEO,Sun-Synchronous,496,512,94.69,3,,,6/22/2017,6/5/2018,1,Lithuania,Satish Dhawan Space Centre,PSLV
LMRSTSat (Low Mass Radio Science Transponder Satellite),USA,Government,Technology Demonstration,LEO,Non-Polar Inclined,493,800,97.65,3,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
Lotos-S1 (Cosmos 2455),Russia,Military,Earth Observation,LEO,Non-Polar Inclined,900,911,103.1,"5,000",,,11/20/2009,6/5/2018,9,Russia,Plesetsk Cosmodrome,Soyuz U
Lotos-S2 (Cosmos 2502),Russia,Military,Earth Observation,LEO,Non-Polar Inclined,901,910,103.11,"5,000",,,12/23/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Soyuz 2-1b
"LQSat (Lingqiao Satellite, Jilian 1A)",China,Commercial,Earth Observation,LEO,Sun-Synchronous,640,663,97.77,55,,,10/7/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
Luch 5A,Russia,Government,Communications,GEO,None,35778,35793,1436.8,950,,,12/11/2011,6/5/2018,7,Russia/France,Baikonur Cosmodrome,Proton M
Luch 5B,Russia,Government,Communications,GEO,None,35772,35801,1436.09,"1,282",950,,11/2/2012,6/5/2018,6,Russia,Baikonur Cosmodrome,Proton M
Luch 5V,Russia,Government,Communications,GEO,None,35767,35802,1435.99,"1,148",950,"2,200",4/28/2014,6/5/2018,5,Russia,Baikonur Cosmodrome,Proton M
Luch/Olympus,Russia,Military,Communications,GEO,None,35781,35793,1436.12,,,,9/27/2014,6/5/2018,4,Russia,Baikonur Cosmodrome,Proton M
M3MSat (Maritime Monitoring and Messaging Microsatellite),Canada,Government,Earth Observation,LEO,Sun-Synchronous,501,515,94.7,85,,,6/22/2016,6/5/2018,2,Canada,Satish Dhawan Space Centre,PSLV XL
Maroc Tubsat ,Morocco/Germany,Government,Technology Development,LEO,Sun-Synchronous,984,1014,105.1,47,,56,12/10/2001,6/5/2018,17,Morocco/Germany,Baikonur Cosmodrome,Zenit
Max Valier,Italy,Civil,Space Science,LEO,Sun-Synchronous,496,516,94.7,16,,,6/23/2017,6/5/2018,1,Italy/Germany,Satish Dhawan Space Centre,PSLV
Mazaalai (Bird MM),Mongolia,Civil,Communications,LEO,Non-Polar Inclined,401,410,92.6,2,,,7/7/2017,6/5/2018,1,Japan,International Space Station,Nanorack Deployer
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),USA,Civil,Technology Development,LEO,Polar,442,724,97.45,2,,,10/28/2011,6/5/2018,7,USA,Vandenberg AFB,Delta 7920
Measat 2 (Malaysia East Asia Sat 2),Malaysia,Commercial,Communications,GEO,None,35782,35791,1436.12,"1,450",650,"1,200 (BOL)",11/14/1996,6/5/2018,22,USA,Guiana Space Center,Ariane 44L
Measat 3 (Malaysia East Asia Sat 3),Malaysia,Commercial,Communications,GEO,None,35778,35794,1436.1,"4,900","3,220","10,800",12/11/2006,6/5/2018,12,USA,Baikonur Cosmodrome,Proton M
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,Commercial,Communications,GEO,None,35728,35788,1434.6,"2,417",,,6/21/2009,6/5/2018,9,USA,Baikonur Cosmodrome,Zenit 3SLB
Measat 3B (Malaysia East Asia Sat 3B),Malaysia,Commercial,Communications,GEO,None,35772,35802,1436.11,"5,800",,"16,000",9/11/2014,6/5/2018,4,Germany/France,Guiana Space Center,Ariane 5 ECA
Megha-Tropiques,India/France,Government,Earth Observation,LEO,Non-Polar Inclined,853,868,102.2,"1,000",,,10/12/2011,6/5/2018,7,India,Satish Dhawan Space Centre,PSLV
"Mercury 1 (Advanced Vortex 1, USA 105)",USA,Military,Earth Observation,GEO,None,35598,35976,1436.13,"8,000","4,000",,8/27/1994,6/5/2018,24,USA,Cape Canaveral,Titan IVA
"Mercury 2 (Advanced Vortex 2, USA 118)",USA,Military,Earth Observation,GEO,None,33674,37900,1436.12,"8,000","4,000",,4/24/1996,6/5/2018,23,USA,Cape Canaveral,Titan IVA
"Mercury 3 (NROL 67, USA 250)",USA,Military,Earth Observation,GEO,None,35500,35500,1436,"3,900",,,4/10/2014,6/5/2018,5,USA,Cape Canaveral,Atlas 5
Meridian-3,Russia,Military,Communications,Elliptical,Molniya,2253,38105,645.98,"2,500",,,11/2/2010,6/5/2018,8,Russia,Plesetsk Cosmodrome,Soyuz 2-1a
Meridian-4,Russia,Military,Communications,Elliptical,Molniya,1722,38637,717.88,"2,500",,,5/4/2011,6/5/2018,8,Russia,Plesetsk Cosmodrome,Soyuz 2-1a
Meridian-6 (Meridian 16L),Russia,Military,Communications,Elliptical,Molniya,1494,38860,718.04,"2,500",,,11/14/2012,6/5/2018,6,Russia,Plesetsk Cosmodrome,Soyuz 2-1a
Meridian-7 (Meridian 17L),Russia,Military,Communications,Elliptical,Molniya,962,39398,717.88,"2,500",,,10/30/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Soyuz 2-1a
Meteor-M N-2,Russia,Government,Earth Observation,LEO,Sun-Synchronous,819,828,101.3,"2,778",,,7/8/2014,6/5/2018,4,Russia,Baikonur Cosmodrome,Soyuz 2-1b
"Meteosat 10 (MSGalaxy-3,MSG 3)",Multinational,Civil,Earth Observation,GEO,None,35784,35791,1436.15,"2,000",,,7/5/2012,6/5/2018,6,France,Guiana Space Center,Ariane 5 ECA
Meteosat 11 (MSG 4),Multinational,Civil,Earth Observation,GEO,None,35791,35795,1436.1,"2,000","1,200",,7/15/2015,6/5/2018,3,France/Italy,Guiana Space Center,Ariane 5 ECA
"Meteosat 8 (MSGalaxy-1, MSG-1)",Multinational,Civil,Earth Observation,GEO,None,35781,35793,1436.1,"2,000","1,000",700,8/21/2002,6/5/2018,16,France,Guiana Space Center,Ariane 5
"Meteosat 9 (MSGalaxy-2, MSG 2)",Multinational,Civil,Earth Observation,GEO,None,35775,35795,1436,"2,000","1,000",700,12/21/2005,6/5/2018,13,France/Italy,Guiana Space Center,Ariane 5G
MetOp-A (Meteorological Operational satellite),Multinational,Civil,Earth Observation,LEO,Sun-Synchronous,820,821,101.3,"4,193","3,750",,10/19/2006,6/5/2018,12,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz-Fregat (Soyuz 2)
MetOp-B (Meteorological Operational satellite),Multinational,Civil,Earth Observation,LEO,Sun-Synchronous,819,822,101.3,"4,085",,,9/17/2012,6/5/2018,6,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz 2-1a
Mexsat-3 (Mexsat Bicentenario),Mexico,Government/Military,Communications,GEO,None,35784,35791,1436.16,"2,900",,"3,500",12/19/2012,6/5/2018,6,USA,Guiana Space Center,Atlas 5 ECA
Mexsat3 (Morelos-3),Mexico,Government,Communications,GEO,None,35767,35805,"1,436","5,325",,,10/2/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
MICROSCOPE (MICRO-Satellite à traînée Compensée pour l'Observation du Principe d'Equivalence),ESA,Government,Space Science,LEO,None,711,715,99,300,,,4/25/2016,6/5/2018,3,France,Guiana Space Center,Soyuz 2.1a
Mikhailo Lomonosov (MVL-300),Russia,Civil,Space Science,LEO,Sun-Synchronous,469,487,94,645,,,4/27/2016,6/5/2018,3,Russia,Vostochny Cosmodrome,Soyuz 2.1a
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,Military,Communications,GEO,None,35754,35819,1436.13,"4,536",,"8,000",2/7/1994,6/5/2018,25,USA,Cape Canaveral,Titan 4A
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",USA,Military,Communications,GEO,None,35765,35809,1436.13,"4,536",,"8,000",11/6/1995,6/5/2018,23,USA,Cape Canaveral,Titan 4A
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,Military,Communications,GEO,None,35764,35768,1435.04,"4,536",,"8,000",2/27/2001,6/5/2018,18,USA,Cape Canaveral,Titan 4B
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,Military,Communications,GEO,None,35753,35820,1436.12,"4,536",,"8,000",1/16/2002,6/5/2018,17,USA,Cape Canaveral,Titan 4B
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,Military,Communications,GEO,None,35768,35806,1436.13,"4,536",,"8,000",4/8/2003,6/5/2018,16,USA,Cape Canaveral,Titan 4B
MKA-1,Russia,Government,Earth Observation,LEO,Sun-Synchronous,586,604,96.6,10,,,7/14/2017,6/5/2018,1,Russia,Baikonur Cosmodrome,Soyuz 2.1a
MKA-2,Russia,Government,Earth Observation,LEO,Sun-Synchronous,586,602,96.6,10,,,7/14/2017,6/5/2018,1,Russia,Baikonur Cosmodrome,Soyuz 2.1a
MMS-1 (Magnetospheric Multiscale Mission),USA,Government,Space Science,Elliptical,None,1375,70009,"1,433","1,360",,,3/13/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
MMS-2 (Magnetospheric Multiscale Mission),USA,Government,Space Science,Elliptical,None,1357,70117,"1,433","1,360",,,3/13/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
MMS-3 (Magnetospheric Multiscale Mission),USA,Government,Space Science,Elliptical,None,1429,70045,"1,433","1,360",,,3/13/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
MMS-4 (Magnetospheric Multiscale Mission),USA,Government,Space Science,Elliptical,None,1317,70157,"1,433","1,360",,,3/13/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
MOST (Microvariability & Oscillations of STars),Canada,Government,Space Science,LEO,Sun-Synchronous,817,832,101.4,53,53,35,6/30/2003,6/5/2018,15,Canada,Plesetsk Cosmodrome,Rokot
Mozhayets 4 (RS-22),Russia,Civil,Technology Development,LEO,Sun-Synchronous,669,690,98.3,64,,,9/27/2003,6/5/2018,15,Russia,Plesetsk Cosmodrome,Kosmos 3M
MSAT 1 ,USA/Canada,Commercial,Communications,GEO,None,35763,35809,1436.09,"2,850","1,330","3,300",4/20/1996,6/5/2018,23,Canada,Guiana Space Center,Ariane 42P
"MSAT 2 (AMSC-1, ACTel-1)",USA/Canada,Commercial,Communications,GEO,None,35776,35796,1436.09,"2,850","1,330","3,300",4/7/1995,6/5/2018,24,USA,Cape Canaveral,Atlas 2A
MTI (Multispectral Thermal Imager),USA,Government/Military,Technology Development,LEO,Sun-Synchronous,461,478,94.9,587,,575,3/12/2000,6/5/2018,19,USA,Vandenberg AFB,Taurus
MTSAT-2 (Multi-Functional Transport Satellite),Japan,Government,Earth Observation,GEO,None,35776,35797,1436.1,"2,900","1,250","2,700",2/18/2006,6/5/2018,13,Japan,Tanegashima Space Center,H2A
MUOS-1 (Mobile User Objective System 1),USA,Military,Communications,GEO,None,35569,36006,1436.1,"6,804",,,2/24/2012,6/5/2018,7,USA,Cape Canaveral,Atlas 5
MUOS-2 (Mobile User Objective System 2),USA,Military,Communications,GEO,None,35550,36023,1436.1,"6,804",,,7/19/2013,6/5/2018,5,USA,Cape Canaveral,Atlas 5
MUOS-3 (Mobile User Objective System 3),USA,Military,Communications,GEO,None,35576,35998,1436.1,"6,804","3,812",,1/21/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
MUOS-4 (Mobile User Objective System 4),USA,Military,Communications,GEO,None,35576,35997,1436.1,"6,804",,,9/2/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
MUOS-5 (Mobile User Objective System 5),USA,Military,Communications,GEO,None,35576,35998,1436.1,"6,804",,,6/24/2016,6/5/2018,2,USA,Cape Canaveral,Atlas 5
NanoACE,USA,Commercial,Technology Development,LEO,Sun-Synchronous,486,602,96.6,6,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Nanosat-1,Spain,Government,Communications,LEO,Sun-Synchronous,654,659,97.9,20,15,20,12/18/2004,6/5/2018,14,Spain,Guiana Space Center,Ariane 5G
Nanosat-1B,Spain,Government,Communications,LEO,Sun-Synchronous,583,672,97.3,20,15,20,7/29/2009,6/5/2018,9,Spain,Baikonur Cosmodrome,Dnepr
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20188,20224,718.94,"1,630",,,5/28/2010,6/5/2018,9,USA,Cape Canaveral,Delta 4
"Navstar GPS IIF-10 (Navstar SVN 72, PRN 8, USA 262)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20446,20459,728.96,"1,630",,"1,136",7/15/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-11 (Navstar SVN 73, PRN 10, USA 265)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20426,20486,97.7,"1,630",,,10/31/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-12 (Navstar SVN 70, PRN 32, USA 266)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20175,20188,717.9,"1,630",,,2/5/2016,6/5/2018,3,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20451,20464,729.18,"1,630",,,7/16/2011,6/5/2018,7,USA,Cape Canaveral,Delta 4
"Navstar GPS IIF-3 (Navstar SVN 65, PRN 24, USA 239)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20174,20191,718,"1,630",,"1,136",10/4/2012,6/5/2018,6,USA,Cape Canaveral,Delta 4
"Navstar GPS IIF-4 (Navstar SVN 66, PRN 27, USA 242)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20184,20247,719.32,"1,630",,"1,136",5/15/2013,6/5/2018,6,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20457,20469,729.39,"1,630",,"1,136",2/21/2014,6/5/2018,5,USA,Cape Canaveral,Delta 4
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20174,20188,717.92,"1,630",,"1,136",5/17/2014,6/5/2018,5,USA,Cape Canaveral,Delta 4
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20471,20476,729,"1,630",,"1,136",8/2/2014,6/5/2018,4,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20155,20211,718.02,"1,630",,"1,136",10/29/2014,6/5/2018,4,USA,Cape Canaveral,Atlas 5
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20445,20469,729.14,"1,630",,"1,136",3/25/2015,6/5/2018,4,USA,Cape Canaveral,Delta 4M
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19963,20327,716.47,"2,217",980,"1,136",12/21/2003,6/5/2018,15,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20089,20276,717.98,"2,217",980,"1,136",3/20/2004,6/5/2018,15,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20072,20292,717.96,"2,217",980,"1,136",6/23/2004,6/5/2018,14,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19938,20426,718,"2,217",980,"1,136",11/6/2004,6/5/2018,14,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20123,20247,718.09,"2,217",980,"1,136",7/23/1997,6/5/2018,21,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20096,20268,717.97,"2,217",980,"1,136",10/7/1999,6/5/2018,19,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20133,20234,718.03,"2,217",980,"1,136",5/11/2000,6/5/2018,19,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20184,20427,722.98,"2,217",980,"1,136",7/16/2000,6/5/2018,18,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20177,20498,724.28,"2,217",980,"1,136",11/10/2000,6/5/2018,18,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20104,20266,718.09,"2,217",980,"1,136",1/30/2001,6/5/2018,18,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20155,20344,720.71,"2,217",980,"1,136",1/29/2003,6/5/2018,16,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20063,20433,720.65,"2,217",980,"1,136",3/31/2003,6/5/2018,16,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20142,20221,717.95,"2,217",980,"1,136",9/26/2005,6/5/2018,13,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20020,20342,717.93,"2,060",,,9/25/2006,6/5/2018,12,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20206,20366,722.19,"2,060",,,11/17/2006,6/5/2018,12,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20149,20213,717.93,"2,217",980,"1,136",10/17/2007,6/5/2018,11,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20150,20311,719.92,"2,060",,,12/20/2007,6/5/2018,11,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20135,20152,716.4,"2,217",980,"1,136",3/15/2008,6/5/2018,11,USA,Cape Canaveral,Delta 2
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,Military/Commercial,Navigation,MEO,Non-Polar Inclined,20160,20209,718.07,"2,059",980,"1,136",8/17/2009,6/5/2018,9,USA,Cape Canaveral,Delta 2
Naxing 2,China,Civil,Technology Development,LEO,Sun-Synchronous,519,540,95.22,20,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
"Nayif-1 (Emirates Oscar 88, EO88)",United Arab Emirates,Civil,Communications,LEO,Sun-Synchronous,496,507,94.6,2,,,2/15/2017,6/5/2018,2,United Arab Emirates,Satish Dhawan Space Centre,PSLV XL
NEOSSat (Near Earth Object Surveillance Satellite),Canada,Government,Space Observation,LEO,Sun-Synchronous,772,786,100.4,74,,,2/25/2013,6/5/2018,6,Canada,Satish Dhawan Space Centre,PSLV
NigComSat-1R,Nigeria,Commercial,Communications,GEO,None,35793,35795,1436.1,"5,150",,,12/17/2011,6/5/2018,7,China,Xichang Satellite Launch Center,Long March 3B
NigeriaEduSat-1 (BIRD NN),Nigeria,Civil,Communications,LEO,Non-Polar Inclined,396,410,92.6,2,,,7/7/2017,6/5/2018,1,Japan,International Space Station,Nanorack Deployer
NigeriaSat-2,Nigeria,Government,Earth Observation,LEO,Sun-Synchronous,691,705,98.7,300,,,8/17/2011,6/5/2018,7,United Kingdom,Dombarovsky Air Base,Dnepr 1
Nigeriasat-X,Nigeria,Government,Earth Observation,LEO,Sun-Synchronous,661,696,98.3,100,,,8/17/2011,6/5/2018,7,United Kingdom,Dombarovsky Air Base,Dnepr 1
Nilesat 102 ,Egypt,Government,Communications,GEO,None,35764,35808,1436.08,"1,825",810,"3,700 (EOL)",8/17/2000,6/5/2018,18,France,Guiana Space Center,Ariane 44LP
Nilesat 201,Egypt,Government,Communications,GEO,None,35795,35813,1436.23,"3,200","1,700","3,700 (EOL)",8/4/2010,6/5/2018,8,France,Guiana Space Center,Ariane 5
Nimiq 2 ,Canada,Commercial,Communications,GEO,None,35779,35793,1436.08,"3,600","1,700","8,600",12/29/2002,6/5/2018,16,USA,Baikonur Cosmodrome,Proton
Nimiq 4,Canada,Commercial,Communications,GEO,None,35779,35794,1436.1,"4,850", ,"12,000",9/19/2008,6/5/2018,10,France,Baikonur Cosmodrome,Proton
Nimiq 5,Canada,Commercial,Communications,GEO,None,35700,35700,1436.1,"4,745",,,9/17/2009,6/5/2018,9,USA,Baikonur Cosmodrome,Breeze M
Nimiq 6,Canada,Commercial,Communications,GEO,None,35764,35809,1436.09,"4,745",,,5/18/2012,6/5/2018,7,USA,Baikonur Cosmodrome,Breeze M
NIUSat (Noorul Islam University Satellite),India,Civil,Technology Development,LEO,Sun-Synchronous,496,517,94.5,15,,,6/22/2017,6/5/2018,1,India,Satish Dhawan Space Centre,PSLV
NJUST-1 (QB50 - CN03),China,Civil,Space Science,LEO,Non-Polar Inclined,398,408,92.6,4,,,5/25/2017,6/5/2018,2,China,International Space Station,Nanorack Deployer
NOAA-15 (NOAA-K),USA,Government,Earth Observation,LEO,Sun-Synchronous,800,816,101,"2,223","1,500",830,5/13/1998,6/5/2018,21,USA,Vandenberg AFB,Titan 2
